Row,ThetaMean,AlphaMean,BetaMean
AD_vs_CN,1.91299933932544,-1.20904043866352,-0.532805253880377
FTD_vs_CN,1.09240453267153,-1.40609864141359,0.063266354124351
FTD_vs_AD,-0.549910574927798,0.303517869260853,0.438998837763687
