Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,cohen
group,AD,CN,False,True,-1.3017147961124516,61.11552225991383,two-sided,0.19789923346704208,0.5936977004011262,bonf,0.521,-0.32322391814992535
group,AD,FTD,False,True,1.0605437174449202,51.163711047678206,two-sided,0.29387821468900377,0.8816346440670113,bonf,0.43,0.2754453049942775
group,CN,FTD,False,True,2.268016059258221,48.77074396030236,two-sided,0.027793101224992896,0.08337930367497869,bonf,2.206,0.6274700576951292
