Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,cohen
group,AD,CN,False,True,-1.8209832894067821,62.51485733482817,two-sided,0.07339556655297108,0.22018669965891324,bonf,1.023,-0.4479121614031245
group,AD,FTD,False,True,0.6930947121499238,55.71499859634331,two-sided,0.49112935476606967,1.0,bonf,0.329,0.1731562638332867
group,CN,FTD,False,True,2.596268273946359,49.79786280109104,two-sided,0.012354161685448475,0.03706248505634542,bonf,4.087,0.7104762183647
